name,category,description,compatibility,tools,mcp_servers,repo,license
rollup-expert,performance,Expert in Rollup.js for bundling JavaScript projects with optimal performance and configuration.,fully-compatible,,,0xfurai/claude-code-subagents,MIT
ruby-expert,performance,"Expert in Ruby programming language, focusing on idiomatic Ruby, performance optimization, and best practices.",fully-compatible,,,0xfurai/claude-code-subagents,MIT
ruby-pro,performance,"Write idiomatic Ruby code with metaprogramming, Rails patterns, and performance optimization. Specializes in Ruby on Rai",fully-compatible,,,wshobson/agents,MIT
rust-engineer,performance,"Use when building Rust systems where memory safety, ownership patterns, zero-cost abstractions, and performance optimiza",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
rust-expert,performance,"Expert in writing idiomatic Rust code with focus on safety, concurrency, and performance. Masters ownership, borrowing c",fully-compatible,,,0xfurai/claude-code-subagents,MIT
rust-pro-performance,performance,"Master Rust 1.75+ with modern async patterns, advanced type system features, and production-ready systems programming. E",fully-compatible,,,wshobson/agents,MIT
scala-expert,performance,"Scala expert specializing in functional programming, type safety, and performance optimization.",fully-compatible,,,0xfurai/claude-code-subagents,MIT
scrum-master,performance,"Use when teams need facilitation, process optimization, velocity improvement, or agile ceremony management—especially fo",fully-compatible,read_file|write_file|edit_file|glob|grep|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents,MIT
search-specialist-performance,performance,"Expert search specialist mastering advanced information retrieval, query optimization, and knowledge discovery. Speciali",needs-tool-mapping,read_file|web_fetch|web_search,,ankitmundada/awesome-gemini-cli-subagents,MIT
seo-meta-optimizer,performance,"Creates optimized meta titles, descriptions, and URL suggestions based on character limits and best practices. Generates",fully-compatible,,,wshobson/agents,MIT
seo-optimizer,performance,"Improves technical and on-page SEO. Use for meta tags, structured data, site performance for search, and making content ",needs-tool-mapping,read_file|glob|write_file,,JosephHampton/awesome-gemini-cli-subagents,NOASSERTION
sidekiq-expert,performance,Specialist in optimizing and managing Sidekiq for efficient job processing and background task management.,fully-compatible,,,0xfurai/claude-code-subagents,MIT
spring-boot-expert,performance,"Expert in developing, optimizing, and maintaining Spring Boot applications with best practices and modern techniques for",fully-compatible,,,0xfurai/claude-code-subagents,MIT
studio-operations,performance,"Expert operations manager specializing in day-to-day studio efficiency, process optimization, and resource coordination.",fully-compatible,,,Raheel2774/agency-agents,MIT
support-responder,performance,"Expert customer support specialist delivering exceptional customer service, issue resolution, and user experience optimi",fully-compatible,,,Raheel2774/agency-agents,MIT
tax-strategist,performance,"Expert tax strategist specializing in tax optimization, multi-jurisdictional compliance, transfer pricing, and strategic",fully-compatible,,,Raheel2774/agency-agents,MIT
technical-artist,performance,"Art-to-engine pipeline specialist - Masters shaders, VFX systems, LOD pipelines, performance budgeting, and cross-engine",fully-compatible,read_file|glob|grep|write_file|edit_file|run_shell_command,,Raheel2774/agency-agents;Donchitos/Claude-Code-Game-Studios,MIT;MIT
terminal-integration-specialist,performance,"Terminal emulation, text rendering optimization, and SwiftTerm integration for modern Swift applications",fully-compatible,,,Raheel2774/agency-agents,MIT
typescript-expert,performance,"Expert in TypeScript specializing in type safety, async patterns, and modern ES features. Use PROACTIVELY for TypeScript",fully-compatible,,,0xfurai/claude-code-subagents,MIT
video-optimization-specialist,performance,"Video marketing strategist specializing in YouTube algorithm optimization, audience retention, chaptering, thumbnail con",fully-compatible,,,Raheel2774/agency-agents,MIT
webpack-expert,performance,"Expert in Webpack configuration, optimization, and troubleshooting for efficient bundling and module loading.",fully-compatible,,,0xfurai/claude-code-subagents,MIT
wordpress-master,performance,"Elite WordPress architect specializing in full-stack development, performance optimization, and enterprise solutions. Ma",needs-tool-mapping,read_file|write_file|run_shell_command|web_fetch|web_search|edit_file|glob|grep,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-claude-code-subagents,MIT;MIT
wordpress-shopping-cart-engineer,performance,"Expert WordPress e-commerce engineer specializing in WooCommerce for product catalog management, payment gateway integra",fully-compatible,,,Raheel2774/agency-agents,MIT
blender-add-on-engineer,productivity,"Blender tooling specialist - Builds Python add-ons, asset validators, exporters, and pipeline automations that turn repe",fully-compatible,,,Raheel2774/agency-agents,MIT
blockchain-developer-productivity,productivity,"Use when a task needs blockchain or Web3 implementation and review across smart-contract integration, wallet flows, or t",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
chaos-engineer-productivity,productivity,"Use when a task needs resilience analysis for dependency failure, degraded modes, recovery behavior, or controlled fault",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
cli-developer-productivity,productivity,"Use when a task needs a command-line interface feature, UX review, argument parsing change, or shell-facing workflow imp",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
codebase-orchestrator-productivity,productivity,"Use when a task needs repository-wide refactor governance with weighted risk prioritization, diff previews, and explicit",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
cs-capture,productivity,Brain-dump organizer persona. Catches unstructured streams of mixed thoughts/tasks/ideas and transforms them into a 4-se,fully-compatible,read_file|write_file|glob|grep|run_shell_command,,alirezarezvani/claude-skills,MIT
cs-meeting-discipline,productivity,"Enforces personal meeting hygiene end to end. Before a meeting it runs the cost gate (attendees x minutes x rate, option",fully-compatible,read_file|run_shell_command,,alirezarezvani/claude-skills,MIT
cs-product-manager,productivity,"Product management agent for feature prioritization, customer discovery, PRD development, and roadmap planning using RIC",fully-compatible,read_file|write_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
cs-project-manager,productivity,"Project Manager agent for sprint planning, Jira/Confluence workflows, Scrum ceremonies, and stakeholder reporting. Orche",fully-compatible,read_file|write_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
django-developer-productivity,productivity,"Use when a task needs Django-specific work across models, views, forms, ORM behavior, or admin and middleware flows.",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
douyin-strategist,productivity,"Short-video marketing expert specializing in the Douyin platform, with deep expertise in recommendation algorithm mechan",fully-compatible,,,Raheel2774/agency-agents,MIT
elixir-expert-productivity,productivity,"Use when a task needs Elixir and OTP expertise for processes, supervision, fault tolerance, or Phoenix application behav",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
feishu-integration-developer,productivity,"Full-stack integration expert specializing in the Feishu (Lark) Open Platform — proficient in Feishu bots, mini programs",fully-compatible,,,Raheel2774/agency-agents,MIT
fintech-engineer-productivity,productivity,"Use when a task needs financial systems engineering across ledgers, reconciliation, transfers, settlement, or compliance",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
gdpr-ccpa-compliance-productivity,productivity,"Use when a task needs GDPR or CCPA/CPRA compliance review of data practices, consent flows, or data-subject rights handl",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
geoprocessing-specialist,productivity,"ArcPy and Python toolbox expert who automates spatial workflows — builds .pyt toolboxes, Model Builder processes, batch ",fully-compatible,,,Raheel2774/agency-agents,MIT
git-workflow-manager,productivity,"Use this agent when you need to design, establish, or optimize Git workflows, branching strategies, and merge management",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;JosephHampton/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;NOASSERTION;MIT;MIT
git-workflow-master,productivity,"Expert in Git workflows, branching strategies, and version control best practices including conventional commits, rebasi",fully-compatible,,,Raheel2774/agency-agents,MIT
harness-runner,productivity,"Drives one agent-harness loop iteration to completion — reads the plan and state files, executes exactly one task with t",fully-compatible,read_file|run_shell_command|grep|glob|edit_file|write_file,,alirezarezvani/claude-skills,MIT
hipaa-compliance-productivity,productivity,"Use when a task needs HIPAA compliance review for a healthcare product — Business Associate scope, BAA needs, PHI handli",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
it-ops-orchestrator-productivity,productivity,"Use when a task needs coordinated operational planning across infrastructure, incident response, identity, endpoint, and",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
javascript-pro-productivity,productivity,"Use when a task needs JavaScript-focused work for runtime behavior, browser or Node execution, or application-level code",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
jira-workflow-steward,productivity,"Expert delivery operations specialist who enforces Jira-linked Git workflows, traceable commits, structured pull request",fully-compatible,,,Raheel2774/agency-agents,MIT
laravel-specialist-productivity,productivity,"Use when a task needs Laravel-specific work across routing, Eloquent, queues, validation, or application structure.",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
legal-advisor-productivity,productivity,"Use when a task needs legal-risk spotting in product or engineering behavior, especially around terms, data handling, or",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
m365-admin,productivity,"Use when a task needs Microsoft 365 administration help across Exchange Online, Teams, SharePoint, identity, or tenant-l",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-codex-subagents;VoltAgent/awesome-claude-code-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
meeting-notes-specialist,productivity,"Extract structured decisions, action items, and open questions from meeting transcripts or rough notes into a clean 4-se",fully-compatible,read_file|write_file|edit_file,,Raheel2774/agency-agents,MIT
meeting-scribe,productivity,회의록·결정사항을 정리할 때,fully-compatible,read_file|write_file,,sodam-ai/SoDam-Agent,Apache-2.0
model-risk-manager,productivity,"Use when a task needs model risk analysis, failure mode prioritization, and mitigation planning for AI behavior.",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
payment-integration-productivity,productivity,"Use when a task needs payment-flow review or implementation for checkout, idempotency, webhooks, retries, or settlement ",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
perl-expert,productivity,"Master Perl scripting with regular expressions, data manipulation, CPAN modules, and advanced text processing. Use PROAC",fully-compatible,,,0xfurai/claude-code-subagents,MIT
product-manager-productivity,productivity,"Expert product manager specializing in product strategy, user-centric development, and business outcomes. Masters roadma",needs-tool-mapping,read_file|write_file|web_fetch|web_search,,ankitmundada/awesome-gemini-cli-subagents,MIT
project-manager-productivity,productivity,"Expert project manager specializing in project planning, execution, and delivery. Masters resource management, risk miti",needs-tool-mapping,read_file|write_file|web_fetch|web_search,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
project-task-planner,productivity,Use this agent when you need to create a comprehensive development task list from a Product Requirements Document (PRD).,needs-tool-mapping,run_shell_command|edit_file|write_file|grep|list_dir|read_file|todo|web_search,,iannuttall/claude-agents,MIT
puppeteer-expert,productivity,"Expert in automating browser interactions using Puppeteer. Handles headless browsing, web scraping, and automated testin",fully-compatible,,,0xfurai/claude-code-subagents,MIT
rails-expert-productivity,productivity,"Use when a task needs Ruby on Rails expertise for models, controllers, jobs, callbacks, or convention-driven application",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
refactoring-specialist-productivity,productivity,"Use when a task needs a low-risk structural refactor that preserves behavior while improving readability, modularity, or",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
sales-engineer-productivity,productivity,"Use when a task needs technically accurate solution positioning, customer-question handling, or implementation tradeoff ",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
scikit-learn-expert,productivity,"Master scikit-learn for machine learning, focusing on model selection, feature engineering, and hyperparameter tuning. U",fully-compatible,,,0xfurai/claude-code-subagents,MIT
scout,productivity,"Fast codebase reconnaissance - maps existing code, conventions, and patterns for a task",fully-compatible,read_file|run_shell_command,,HazAT/pi-interactive-subagents,MIT
scrum-master-productivity,productivity,"Use when a task needs process facilitation, iteration planning, or workflow friction analysis for an engineering team.",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
slack-expert-productivity,productivity,"Use when a task needs Slack platform work involving bots, interactivity, events, workflows, or Slack-specific integratio",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
sprint-prioritizer,productivity,"Expert product manager specializing in agile sprint planning, feature prioritization, and resource allocation. Focused o",fully-compatible,web_fetch|web_search|read_file|write_file|edit_file,,Raheel2774/agency-agents,MIT
task-distributor,productivity,"Expert task distributor specializing in intelligent work allocation, load balancing, and queue management. Masters prior",needs-tool-mapping,read_file|write_file|edit_file|glob|grep,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT;MIT
tech-lead-orchestrator,productivity,"Breaks large tasks into a plan and coordinates the work. Use to decompose a big feature, sequence the steps, and decide ",needs-tool-mapping,read_file|glob|write_file,,JosephHampton/awesome-gemini-cli-subagents,NOASSERTION
tooling-engineer-productivity,productivity,"Use when a task needs internal developer tooling, scripts, automation glue, or workflow support utilities.",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
typescript-pro-productivity,productivity,"Use when a task needs strong TypeScript help for types, interfaces, refactors, or compiler-driven fixes.",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
websocket-engineer-productivity,productivity,"Use when a task needs real-time transport and state work across WebSocket lifecycle, message contracts, and reconnect/fa",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
worker,productivity,"Implements tasks from todos - writes code, runs tests, commits with polished messages",fully-compatible,read_file|run_shell_command|write_file|edit_file,,HazAT/pi-interactive-subagents,MIT
workflow-optimizer,productivity,"Expert process improvement specialist focused on analyzing, optimizing, and automating workflows across all business fun",fully-compatible,,,Raheel2774/agency-agents,MIT
workflow-orchestrator,productivity,"Expert workflow orchestrator specializing in complex process design, state machine implementation, and business process ",needs-tool-mapping,read_file|write_file|edit_file|glob|grep,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT;MIT
zk-steward,productivity,Knowledge-base steward in the spirit of Niklas Luhmann's Zettelkasten. Default perspective: Luhmann; switches to domain ,fully-compatible,,,Raheel2774/agency-agents,MIT
ab-test-analysis,research,"Use when the user wants to analyze A/B test results, interpret p-values, determine statistical significance, or make a s",fully-compatible,read_file|grep|glob|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
analyst,research,수집한 자료를 정리·종합할 때,fully-compatible,,,sodam-ai/SoDam-Agent,Apache-2.0
baidu-seo-specialist,research,"Expert Baidu search optimization specialist focused on Chinese search engine ranking, Baidu ecosystem integration, ICP c",fully-compatible,,,Raheel2774/agency-agents,MIT
business-analyst,research,"Master modern business analysis with AI-powered analytics, real-time dashboards, and data-driven insights. Build compreh",fully-compatible,read_file|write_file|edit_file|glob|grep|web_fetch|web_search,,wshobson/agents;VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT;MIT
claude-code,research,"Self-driving Claude Code session for deep investigation, experimentation, and code exploration",fully-compatible,,,HazAT/pi-interactive-subagents,MIT
coase,research,Ronald Coase reasoning pattern — transaction cost analysis for drawing system/organizational boundaries,requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
cohort-analysis,research,"Use when the user wants to analyze retention, cohort behavior, engagement trends, or understand how different user group",fully-compatible,read_file|grep|glob|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
competitive-analyst,research,"Use when you need to analyze direct and indirect competitors, benchmark against market leaders, or develop strategies to",fully-compatible,read_file|grep|glob|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
compliance-mapper,research,"Delegates to this agent when the user wants to map penetration-test findings to compliance frameworks — PCI DSS, NIST 80",fully-compatible,read_file|write_file|edit_file|grep|glob|web_fetch|web_search,,0xSteph/pentest-ai-agents,MIT
council-ada,research,"Council member. Use standalone for formal systems & computational analysis, or via /council for multi-perspective delibe",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-aristotle,research,"Council member. Use standalone for categorization & structural analysis, or via /council for multi-perspective deliberat",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-aurelius,research,"Council member. Use standalone for resilience & moral clarity analysis, or via /council for multi-perspective deliberati",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-kahneman,research,"Council member. Use standalone for cognitive bias detection & decision science analysis, or via /council for multi-persp",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-lao-tzu,research,"Council member. Use standalone for emergence & non-intervention analysis, or via /council for multi-perspective delibera",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-machiavelli,research,"Council member. Use standalone for power dynamics & incentive analysis, or via /council for multi-perspective deliberati",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-meadows,research,"Council member. Use standalone for systems thinking & feedback loop analysis, or via /council for multi-perspective deli",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-munger,research,"Council member. Use standalone for multi-model reasoning & economic analysis, or via /council for multi-perspective deli",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-musashi,research,"Council member. Use standalone for strategic timing & situational awareness analysis, or via /council for multi-perspect",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-socrates,research,"Council member. Use standalone for assumption destruction & dialectical analysis, or via /council for multi-perspective ",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-sun-tzu,research,"Council member. Use standalone for adversarial strategy & competitive analysis, or via /council for multi-perspective de",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
council-watts,research,"Council member. Use standalone for perspective dissolution & reframing analysis, or via /council for multi-perspective d",fully-compatible,read_file|grep|glob|run_shell_command|web_search|web_fetch,,0xNyk/council-of-high-intelligence,MIT
cs-deep-research,research,"Rigor-first meta-research persona for high-stakes questions. Reframes the question into 2-4 falsifiable hypotheses, writ",needs-tool-mapping,read_file|write_file|run_shell_command|web_fetch|web_search,,alirezarezvani/claude-skills,MIT
cs-financial-analyst,research,"Financial Analyst agent for DCF valuation, financial modeling, budgeting, forecasting, and SaaS metrics (ARR, MRR, churn",fully-compatible,read_file|write_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
cs-grants,research,NIH grant research persona for clinical researchers. Walks 6 forcing intake questions (research idea + career stage + pr,fully-compatible,read_file|write_file|run_shell_command|web_fetch,,alirezarezvani/claude-skills,MIT
cs-inbox-triage,research,"Recurring email-triage execution persona. Reads the 7-file KB produced by inbox-setup, classifies recent emails via the ",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep|web_fetch|web_search,,alirezarezvani/claude-skills,MIT
cs-litreview,research,Academic literature orientation persona. Walks 3 forcing intake questions (research question specificity + framework hin,fully-compatible,read_file|write_file|run_shell_command|web_fetch,,alirezarezvani/claude-skills,MIT
cs-product-analyst,research,"Product analytics agent for KPI definition, dashboard setup, experiment design, and test result interpretation. Use when",fully-compatible,read_file|write_file|run_shell_command|grep|glob,,alirezarezvani/claude-skills,MIT
cs-research,research,Hybrid research router + fallback persona. Walks 2-4 minimal intake questions (Q1 question + Q2 output preference; Q3 di,fully-compatible,read_file|write_file|run_shell_command|web_search|web_fetch,,alirezarezvani/claude-skills,MIT
cs-research-ops-orchestrator,research,Evidence-first R&D operations lead. Routes enterprise research inquiries (clinical study design / R&D finance / market r,needs-tool-mapping,read_file|write_file|edit_file|glob|grep|run_shell_command,,alirezarezvani/claude-skills,MIT
data-analyst,research,"Use when you need to extract insights from business data, create dashboards and reports, or perform statistical analysis",fully-compatible,read_file|write_file|edit_file|run_shell_command|glob|grep,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents;sodam-ai/SoDam-Agent,MIT;MIT;MIT;Apache-2.0
data-researcher,research,"Use this agent when you need to discover, collect, and validate data from multiple sources to fuel analysis and decision",fully-compatible,read_file|grep|glob|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
data-scientist-research,research,"Expert data scientist specializing in statistical analysis, machine learning, and business insights. Masters exploratory",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents;VoltAgent/awesome-codex-subagents,MIT;MIT
dependency-manager-research,research,"Use when a task needs dependency upgrades, package graph analysis, version-policy cleanup, or third-party library risk a",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
error-detective-research,research,"Expert error detective specializing in complex error pattern analysis, correlation, and root cause discovery. Masters di",needs-tool-mapping,read_file|write_file|run_shell_command,,ankitmundada/awesome-gemini-cli-subagents,MIT
experiment-runner,research,"Runs one iteration of an autoresearch experiment loop. Reads experiment state from .autoresearch/{domain}/{name}/, makes",fully-compatible,,,alirezarezvani/claude-skills,MIT
feedback-analyst,research,고객 불만·피드백을 분석할 때,fully-compatible,read_file|grep,,sodam-ai/SoDam-Agent,Apache-2.0
finance-tracker,research,"Expert financial analyst and controller specializing in financial planning, budget management, and business performance ",fully-compatible,,,Raheel2774/agency-agents,MIT
financial-analyst,research,"Expert financial analyst specializing in financial modeling, forecasting, scenario analysis, and data-driven decision su",fully-compatible,,,Raheel2774/agency-agents,MIT
firmware-analyst,research,"Expert firmware analyst specializing in embedded systems, IoT security, and hardware reverse engineering. Masters firmwa",fully-compatible,,,wshobson/agents,MIT
forensics-analyst,research,"Delegates to this agent when the user asks about digital forensics, incident response, evidence acquisition, memory fore",fully-compatible,read_file|write_file|edit_file|grep|glob,,0xSteph/pentest-ai-agents,MIT
fp-a-analyst,research,"Expert Financial Planning & Analysis (FP&A) analyst specializing in budgeting, variance analysis, financial planning, ro",fully-compatible,,,Raheel2774/agency-agents,MIT
gallery-researcher,research,"Gallery search and inspiration agent. Delegates here when user wants to find references, explore styles, build a mood bo",requires-mcp,mcp__meigen__search_gallery|mcp__meigen__get_inspiration,meigen,wshobson/agents,MIT
gis-analyst,research,"Day-to-day GIS operator who creates maps, manages layers, performs spatial queries, and maintains geospatial data integr",fully-compatible,,,Raheel2774/agency-agents,MIT
hallucination-investigator,research,"Use when a task needs root-cause analysis for factuality failures, unsupported claims, or context breakdowns in AI outpu",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
hart,research,Hart/Levi reasoning pattern — legal reasoning through open texture analysis (where rules are ambiguous),requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
investment-researcher,research,"Expert investment researcher specializing in market research, due diligence, portfolio analysis, and asset valuation. Co",fully-compatible,,,Raheel2774/agency-agents,MIT
kubernetes-specialist-research,research,"Use when a task needs Kubernetes manifest review, rollout safety analysis, or cluster workload debugging.",fully-compatible,,,VoltAgent/awesome-codex-subagents,MIT
legal-billing-time-tracking,research,"Comprehensive legal billing and time tracking specialist for accurate time capture, invoice generation, billing narrativ",fully-compatible,,,Raheel2774/agency-agents,MIT
market-competitive,research,You are a competitive analysis specialist. You research and analyze the competitive landscape around a target website to,requires-manual-conversion,,,zubair-trabzada/ai-marketing-claude,MIT
market-researcher,research,"Use this agent when you need to analyze markets, understand consumer behavior, assess competitive landscapes, and size o",fully-compatible,read_file|grep|glob|web_fetch|web_search,,VoltAgent/awesome-claude-code-subagents;VoltAgent/awesome-codex-subagents;ankitmundada/awesome-gemini-cli-subagents,MIT;MIT;MIT
memory-analyst,research,Read-only analyst for `~/.claude/projects/<project>/memory/`. Identifies promotion candidates (entries proven enough for,fully-compatible,read_file|glob|grep,,alirezarezvani/claude-skills,MIT
nagarjuna,research,"Nāgārjuna reasoning pattern — tetralemma for exhaustive logical analysis, checking all four positions and tracing depend",requires-mcp,read_file|edit_file|write_file|run_shell_command|glob|grep|web_fetch|web_search|mcp__plugin_hypermnesia-mcp_cortex__unified_search|mcp__plugin_hypermnesia-mcp_cortex__recall|mcp__plugin_hypermnesia-mcp_cortex__remember|mcp__plugin_hypermnesia-mcp_cortex__navigate_memory|mcp__plugin_hypermnesia-mcp_cortex__get_causal_chain|mcp__plugin_hypermnesia-mcp_cortex__memory_stats|mcp__plugin_ai-architect-mcp-codebase_ai-architect__query_graph|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_context|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_symbol|mcp__plugin_ai-architect-mcp-codebase_ai-architect__search_codebase|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_impact|mcp__plugin_ai-architect-mcp-codebase_ai-architect__get_processes,plugin_hypermnesia-mcp_cortex|plugin_ai-architect-mcp-codebase_ai-architect,cdeust/zetetic-team-subagents,MIT
narratologist,research,"Expert in narrative theory, story structure, character arcs, and literary analysis — grounds advice in established frame",fully-compatible,,,Raheel2774/agency-agents,MIT
pandas-expert,research,Expert in data manipulation and analysis using pandas library in Python.,fully-compatible,,,0xfurai/claude-code-subagents,MIT
performance-analyst,research,"The Performance Analyst profiles game performance, identifies bottlenecks, recommends optimizations, and tracks performa",fully-compatible,read_file|glob|grep|write_file|edit_file|run_shell_command,,Donchitos/Claude-Code-Game-Studios,MIT
pipeline-analyst,research,"Revenue operations analyst specializing in pipeline health diagnostics, deal velocity analysis, forecast accuracy, and d",fully-compatible,,,Raheel2774/agency-agents,MIT
pricing-analyst,research,"Specialized pricing analyst who develops optimal pricing models through market research, competitor analysis, cost struc",fully-compatible,web_fetch|web_search|read_file|write_file|edit_file,,Raheel2774/agency-agents,MIT
